level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3177	4576	-1	
2	1	1	0	0	0	334	608	2456	3753	-1	
3	1	1	1	0	0	334	608	2456	3753	-1	
4	1	1	1	1	0	1812	608	331	73	-1	
5	1	1	1	1	1	1812	608	144	71	88.852554	音标
5	1	1	1	1	2	2001	604	26	103	88.852554	|
5	1	1	1	1	3	2074	611	69	70	88.075653	字
4	1	1	1	2	0	348	698	2442	173	-1	
5	1	1	1	2	1	348	698	223	160	62.926037	|
5	1	1	1	2	2	777	698	94	160	17.057022	|
5	1	1	1	2	3	1191	694	170	226	29.871284	mae)
5	1	1	1	2	4	1398	694	76	226	4.976158	ae
5	1	1	1	2	5	1549	694	227	226	4.976158	eae]
5	1	1	1	2	6	1831	694	114	226	57.268562	owt
5	1	1	1	2	7	2020	694	114	226	4.792572	nw
4	1	1	1	3	0	348	860	2442	173	-1	
5	1	1	1	3	1	348	856	373	226	31.993477	fare
5	1	1	1	3	2	758	856	133	226	50.656567	a)
5	1	1	1	3	3	946	856	114	226	52.684082	ont
5	1	1	1	3	4	1116	856	38	226	68.972878	|
5	1	1	1	3	5	1191	856	170	226	0.000000	aeae]
5	1	1	1	3	6	1417	856	227	226	0.000000	ace]
5	1	1	1	3	7	1681	856	95	226	8.153275	at]
5	1	1	1	3	8	1794	856	208	226	0.000000	saeoe|
5	1	1	1	3	9	2057	856	77	226	35.783020	me
5	1	1	1	3	10	2208	856	582	226	32.254921	PO
4	1	1	1	4	0	347	1022	2442	173	-1	
5	1	1	1	4	1	343	1018	57	227	54.047371	|
5	1	1	1	4	2	513	1022	56	159	47.470551	|
5	1	1	1	4	3	834	1022	36	160	64.402542	|
5	1	1	1	4	4	938	1018	228	227	45.428635	nag|
5	1	1	1	4	5	1269	1026	90	159	42.119629	|
5	1	1	1	4	6	1421	1027	322	161	6.811844	ee
5	1	1	1	4	7	1761	1018	20	227	48.412277	|
5	1	1	1	4	8	1837	1018	96	227	4.368965	om
5	1	1	1	4	9	1988	1018	20	227	59.320892	|
5	1	1	1	4	10	2045	1018	96	227	36.385593	ak
5	1	1	1	4	11	2234	1033	550	162	44.637032	|
4	1	1	1	5	0	347	1184	2442	174	-1	
5	1	1	1	5	1	347	1184	2442	174	24.930710	La
4	1	1	1	6	0	346	1347	2442	276	-1	
5	1	1	1	6	1	346	1343	542	364	13.512871	PSD]
5	1	1	1	6	2	979	1349	61	263	0.000000	8
