level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3177	4576	-1	
2	1	1	0	0	0	379	471	2456	3880	-1	
3	1	1	1	0	0	418	471	2272	232	-1	
4	1	1	1	1	0	418	471	2272	232	-1	
5	1	1	1	1	1	418	532	142	69	93.492615	笔画
5	1	1	1	1	2	681	480	145	70	95.109230	汉字
5	1	1	1	1	3	883	475	38	100	92.978806	|
5	1	1	1	1	4	964	480	143	70	91.928345	拼音
5	1	1	1	1	5	1210	480	422	70	36.310421	eee
5	1	1	1	1	6	1882	471	98	232	30.961845	ee
5	1	1	1	1	7	2018	471	20	232	67.247284	|
5	1	1	1	1	8	2095	471	155	232	42.593590	ae
5	1	1	1	1	9	2395	477	69	72	80.367317	fe
5	1	1	1	1	10	2622	491	68	56	56.162674	iE
4	1	1	1	2	0	1844	605	332	70	-1	
5	1	1	1	2	1	1844	605	144	70	85.515228	音标
5	1	1	1	2	2	2019	601	42	98	43.633766	|
5	1	1	1	2	3	2108	625	68	49	64.699532	F
3	1	1	2	0	0	379	701	2456	3650	-1	
4	1	1	2	1	0	379	701	2445	170	-1	
5	1	1	2	1	1	379	626	548	301	0.000000	fac)
5	1	1	2	1	2	1002	626	76	301	28.701057	oe
5	1	1	2	1	3	1152	626	513	301	1.473885	[al]
5	1	1	2	1	4	1930	626	251	301	35.907654	[oe
5	1	1	2	1	5	2256	626	553	301	38.203121	[wa
4	1	1	2	2	0	380	871	2445	171	-1	
5	1	1	2	2	1	380	796	548	301	57.710266	acm)
5	1	1	2	2	2	1003	796	76	301	62.435261	ai
5	1	1	2	2	3	1153	871	1672	171	0.000000	fexlermlal
5	1	1	2	2	4	1880	796	102	301	40.386772	ss
5	1	1	2	2	5	2006	796	151	301	46.936432	fo
5	1	1	2	2	6	2232	796	578	301	59.289406	|
4	1	1	2	3	0	380	1042	2446	172	-1	
5	1	1	2	3	1	380	1045	430	168	7.162048	|e
5	1	1	2	3	2	886	970	230	306	38.604874	[ome
5	1	1	2	3	3	1166	970	179	306	21.591660	fm
5	1	1	2	3	4	1397	1042	1429	172	21.591660	|e
5	1	1	2	3	5	2263	970	561	306	39.558414	[oo
4	1	1	2	4	0	380	1212	2446	172	-1	
5	1	1	2	4	1	380	1140	539	296	0.000000	foe]
5	1	1	2	4	2	992	1140	100	296	34.041504	im
5	1	1	2	4	3	1165	1140	469	296	0.000000	fawlefe
5	1	1	2	4	4	1658	1140	174	296	0.000000	le)
5	1	1	2	4	5	1954	1216	223	166	45.739830	fe
5	1	1	2	4	6	2257	1212	561	168	28.685577	|
4	1	1	2	5	0	380	1382	2447	304	-1	
5	1	1	2	5	1	380	1382	2447	304	5.165550	Teale
5	1	1	2	5	2	1891	1253	414	551	0.000000	=le[
4	1	1	2	6	0	381	1685	2446	171	-1	
5	1	1	2	6	1	381	1610	468	298	12.774666	face
5	1	1	2	6	2	898	1610	26	298	12.774666	|
5	1	1	2	6	3	997	1610	101	298	44.190132	ve
5	1	1	2	6	4	1171	1610	175	298	24.032883	[aw
5	1	1	2	6	5	1420	1610	224	298	2.220528	Ale
5	1	1	2	6	6	1718	1610	100	298	0.876610	a]
5	1	1	2	6	7	1867	1610	100	298	42.295437	io
5	1	1	2	6	8	2040	1610	101	298	64.147575	fw
5	1	1	2	6	9	2239	1685	572	170	52.275471	fo
4	1	1	2	7	0	382	1857	2446	170	-1	
5	1	1	2	7	1	382	1857	2446	170	9.183823	|]
4	1	1	2	8	0	382	2025	2447	173	-1	
5	1	1	2	8	1	382	2030	396	168	41.079857	fa
5	1	1	2	8	2	878	1952	175	300	44.144485	fe
5	1	1	2	8	3	1153	1952	275	300	0.000000	[wel
5	1	1	2	8	4	1453	1952	525	300	0.000000	elsfele
5	1	1	2	8	5	2033	2025	796	173	22.717453	fel
4	1	1	2	9	0	383	2195	2446	174	-1	
5	1	1	2	9	1	383	2121	473	301	0.000000	faa
5	1	1	2	9	2	1006	2200	76	168	22.614159	i
5	1	1	2	9	3	1156	2121	703	301	0.000000	[uafalslel
5	1	1	2	9	4	1883	2195	946	172	35.394424	ee)
4	1	1	2	10	0	384	2367	2446	173	-1	
5	1	1	2	10	1	384	2372	445	168	39.710617	fm
5	1	1	2	10	2	903	2294	26	299	50.764957	|
5	1	1	2	10	3	1002	2294	101	299	56.083752	on
5	1	1	2	10	4	1177	2294	200	299	39.457470	[ie
5	1	1	2	10	5	1476	2371	275	167	20.953735	[ef
5	1	1	2	10	6	1875	2294	100	299	35.174156	we
5	1	1	2	10	7	2124	2370	132	167	35.632553	|
5	1	1	2	10	8	2448	2294	374	299	20.639053	OD
4	1	1	2	11	0	384	2537	2446	173	-1	
5	1	1	2	11	1	384	2543	414	167	30.053360	fm
5	1	1	2	11	2	896	2465	173	295	39.425537	fa
5	1	1	2	11	3	1166	2465	665	295	6.959389	falafel
5	1	1	2	11	4	1904	2537	910	170	2.132401	wef
4	1	1	2	12	0	384	2706	2447	307	-1	
5	1	1	2	12	1	380	2702	226	398	27.352463	Ei
5	1	1	2	12	2	977	2702	166	398	52.102924	ed
5	1	1	2	12	3	1242	2702	429	398	27.610077	oo
5	1	1	2	12	4	2071	2708	187	301	31.797867	Gl
4	1	1	2	13	0	385	3010	2446	173	-1	
5	1	1	2	13	1	381	3006	57	226	56.148827	|
5	1	1	2	13	2	550	3006	283	226	54.533905	[mom
5	1	1	2	13	3	908	3006	38	226	50.434719	|
5	1	1	2	13	4	1021	3006	95	226	50.434719	ot
5	1	1	2	13	5	1171	3006	209	226	1.409088	[ome
5	1	1	2	13	6	1397	3006	20	226	34.029953	|
5	1	1	2	13	7	1454	3006	218	226	12.422729	Af)
5	1	1	2	13	8	1718	3006	114	226	46.669498	se]
5	1	1	2	13	9	1868	3006	114	226	41.416264	as
5	1	1	2	13	10	2038	3006	151	226	50.733231	|e
5	1	1	2	13	11	2262	3010	568	167	62.846951	|
4	1	1	2	14	0	385	3180	2447	174	-1	
5	1	1	2	14	1	385	3108	402	304	0.000000	Pim
5	1	1	2	14	2	887	3108	229	304	31.505043	fom
5	1	1	2	14	3	1166	3108	279	304	31.505043	fan)
5	1	1	2	14	4	1521	3108	178	304	20.242737	[|
5	1	1	2	14	5	1799	3108	508	304	24.090973	feel
4	1	1	2	15	0	386	3350	2446	174	-1	
5	1	1	2	15	1	386	3346	261	227	14.384354	P|
5	1	1	2	15	2	722	3346	77	227	3.664780	im
5	1	1	2	15	3	873	3346	209	227	5.546257	[em
5	1	1	2	15	4	1271	3354	402	167	24.074814	||
5	1	1	2	15	5	1800	3346	190	227	0.000000	ime
5	1	1	2	15	6	2027	3346	20	227	75.599869	|
5	1	1	2	15	7	2103	3346	96	227	17.797813	see
5	1	1	2	15	8	2254	3346	20	227	46.280701	|
5	1	1	2	15	9	2311	3346	512	227	32.661293	ome
4	1	1	2	16	0	387	3520	2446	173	-1	
5	1	1	2	16	1	387	3516	260	226	20.055611	P|
5	1	1	2	16	2	797	3516	340	226	21.997101	fee
5	1	1	2	16	3	1418	3524	255	167	5.060196	|
5	1	1	2	16	4	1833	3516	189	226	38.820213	hin
5	1	1	2	16	5	2096	3522	58	166	47.121078	a
5	1	1	2	16	6	2303	3516	529	226	38.904449	meet
4	1	1	2	17	0	388	3690	2445	173	-1	
5	1	1	2	17	1	388	3686	260	226	35.537018	||
5	1	1	2	17	2	722	3686	96	226	6.321899	me
5	1	1	2	17	3	873	3686	227	226	39.628471	|e
5	1	1	2	17	4	1156	3690	1677	173	11.733589	[aloe]
5	1	1	2	17	5	1871	3686	95	226	51.120304	om
5	1	1	2	17	6	2041	3686	20	226	50.362854	|
5	1	1	2	17	7	2097	3686	77	226	51.277634	tm
5	1	1	2	17	8	2248	3686	585	226	20.376595	|
4	1	1	2	18	0	388	3860	2446	173	-1	
5	1	1	2	18	1	388	3856	260	226	22.608452	||
5	1	1	2	18	2	722	3856	96	226	45.963665	me
5	1	1	2	18	3	873	3856	58	226	59.473690	|
5	1	1	2	18	4	986	3856	114	226	52.292255	ote
5	1	1	2	18	5	1174	3856	209	226	19.071884	[vite
5	1	1	2	18	6	1400	3856	274	226	0.000000	|e]
5	1	1	2	18	7	1721	3856	95	226	17.150612	se]
5	1	1	2	18	8	1871	3856	95	226	41.299702	how
5	1	1	2	18	9	2022	3856	95	226	42.193085	|
5	1	1	2	18	10	2248	3860	585	168	57.275673	|
4	1	1	2	19	0	389	4030	2446	171	-1	
5	1	1	2	19	1	389	4026	258	224	16.423843	||
5	1	1	2	19	2	721	4026	75	224	0.000000	im
5	1	1	2	19	3	870	4026	57	224	38.305111	|
5	1	1	2	19	4	963	4026	132	224	38.305111	in
5	1	1	2	19	5	1150	4026	206	224	38.662598	[sem
5	1	1	2	19	6	1392	4026	151	224	51.197060	|e]
5	1	1	2	19	7	1598	4026	131	224	14.237450	ef
5	1	1	2	19	8	1822	4026	243	224	0.000000	aeioo|
5	1	1	2	19	9	2038	4030	797	167	36.554649	ef
4	1	1	2	20	0	443	4297	108	54	-1	
5	1	1	2	20	1	443	4297	108	54	96.506645	294
