level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3177	4576	-1	
2	1	1	0	0	0	321	482	2569	3861	-1	
3	1	1	1	0	0	366	482	2271	225	-1	
4	1	1	1	1	0	366	482	2271	224	-1	
5	1	1	1	1	1	366	531	141	70	92.631088	笔画
5	1	1	1	1	2	630	482	144	70	92.756630	汉字
5	1	1	1	1	3	835	476	47	93	94.322952	|
5	1	1	1	1	4	912	483	143	70	63.151962	HE
5	1	1	1	1	5	1156	485	423	70	29.463806	mee
5	1	1	1	1	6	1886	483	86	223	34.925873	|
5	1	1	1	1	7	2342	488	69	71	73.549667	备
5	1	1	1	1	8	2569	504	68	54	59.894073	TF
3	1	1	2	0	0	321	612	2569	3731	-1	
4	1	1	2	1	0	1791	612	332	72	-1	
5	1	1	2	1	1	1791	612	144	71	89.960625	音标
5	1	1	2	1	2	1976	608	30	92	89.960625	|
5	1	1	2	1	3	2055	614	68	70	77.625351	字
4	1	1	2	2	0	327	703	2444	166	-1	
5	1	1	2	2	1	327	640	716	270	20.033127	fren
5	1	1	2	2	2	1132	640	1639	270	0.000000	aman
4	1	1	2	3	0	326	1127	2445	159	-1	
5	1	1	2	3	1	326	1057	536	270	10.509758	[mc]
5	1	1	2	3	2	929	1057	136	270	44.782009	vee
5	1	1	2	3	3	1109	1057	203	270	30.048378	[re
5	1	1	2	3	4	1334	1057	316	270	0.000000	lalel
5	1	1	2	3	5	1739	1136	158	148	53.572575	fo
5	1	1	2	3	6	1975	1127	796	159	35.710846	lef
4	1	1	2	4	0	326	1279	2444	157	-1	
5	1	1	2	4	1	326	1279	401	150	18.960129	[a
5	1	1	2	4	2	816	1207	204	270	43.548767	fo
5	1	1	2	4	3	1086	1207	496	270	0.000000	[amlale
5	1	1	2	4	4	1604	1207	293	270	0.000000	lela
5	1	1	2	4	5	1975	1279	795	157	42.919048	lef
4	1	1	2	5	0	326	1430	2444	157	-1	
5	1	1	2	5	1	326	1430	2444	157	30.114838	oe
4	1	1	2	6	0	326	1581	2444	157	-1	
5	1	1	2	6	1	326	1581	401	149	22.780434	om
5	1	1	2	6	2	816	1508	249	270	12.057991	Tver
5	1	1	2	6	3	1176	1585	114	147	38.266388	a
5	1	1	2	6	4	1379	1508	361	270	0.000000	exon
5	1	1	2	6	5	1829	1508	226	270	0.000000	oof
4	1	1	2	7	0	326	1733	2444	157	-1	
5	1	1	2	7	1	326	1660	559	270	26.909195	[map|
5	1	1	2	7	2	974	1734	46	149	44.891682	8
5	1	1	2	7	3	1086	1733	1684	157	3.446823	[ealalelal
5	1	1	2	7	4	1806	1660	91	270	22.515259	im
5	1	1	2	7	5	1986	1733	784	157	18.707291	[ef
4	1	1	2	8	0	325	1884	2445	157	-1	
5	1	1	2	8	1	325	1884	2445	157	34.442581	CC
4	1	1	2	9	0	325	2036	2444	157	-1	
5	1	1	2	9	1	325	2036	2444	157	13.528450	wo
5	1	1	2	9	2	1085	1963	496	270	25.104713	[mela
5	1	1	2	9	3	1648	1963	271	270	25.104713	elm
4	1	1	2	10	0	325	2186	2444	158	-1	
5	1	1	2	10	1	325	2115	446	270	33.160622	[ma
5	1	1	2	10	2	860	2115	159	270	15.237572	[a
5	1	1	2	10	3	1108	2115	158	270	41.815411	[ae
5	1	1	2	10	4	1400	2191	345	149	0.000000	lw
5	1	1	2	10	5	1985	2192	1	149	0.000000	[
5	1	1	2	10	6	2030	2115	91	270	0.000000	ae
4	1	1	2	11	0	324	2338	2445	158	-1	
5	1	1	2	11	1	324	2338	786	151	6.926498	一
5	1	1	2	11	2	1180	2342	1015	152	27.352432	Se
4	1	1	2	12	0	324	2490	2445	156	-1	
5	1	1	2	12	1	324	2417	491	270	14.322548	[mw
5	1	1	2	12	2	949	2417	91	270	55.948372	oe
5	1	1	2	12	3	1113	2417	445	270	0.000000	[ala
5	1	1	2	12	4	1602	2417	316	270	0.000000	[alee
5	1	1	2	12	5	1973	2490	796	156	30.089447	[ef
4	1	1	2	13	0	324	2641	2444	156	-1	
5	1	1	2	13	1	324	2641	2444	156	36.175179	ce
4	1	1	2	14	0	324	2792	2566	156	-1	
5	1	1	2	14	1	324	2719	401	270	27.952682	[om
5	1	1	2	14	2	814	2719	384	270	24.422188	fail
5	1	1	2	14	3	1112	2795	1656	153	49.467850	le
5	1	1	2	14	4	2699	2719	186	270	72.629608	|
4	1	1	2	15	0	323	2943	2445	271	-1	
5	1	1	2	15	1	323	2943	409	263	11.484482	pn
5	1	1	2	15	2	814	2812	165	495	49.141960	[=
5	1	1	2	15	3	1112	2943	1656	271	0.000000	flsele
5	1	1	2	15	4	1845	2812	166	495	25.276505	=|
5	1	1	2	15	5	2257	2812	496	495	22.611748	a
4	1	1	2	16	0	323	3209	2444	268	-1	
5	1	1	2	16	1	323	3209	900	262	7.254791	a
5	1	1	2	16	2	2046	3212	719	265	37.579418	ee
4	1	1	2	17	0	322	3472	2444	156	-1	
5	1	1	2	17	1	322	3472	424	149	22.377106	Cm
5	1	1	2	17	2	812	3398	519	270	0.000000	fexfew
5	1	1	2	17	3	1465	3475	46	148	37.499931	|
5	1	1	2	17	4	1611	3472	1155	156	38.662476	fle
4	1	1	2	18	0	322	3623	2443	155	-1	
5	1	1	2	18	1	322	3548	469	270	7.757339	[row
5	1	1	2	18	2	857	3548	24	270	62.596649	|
5	1	1	2	18	3	947	3548	69	270	61.359516	ww
5	1	1	2	18	4	1105	3548	203	270	48.411606	[we
5	1	1	2	18	5	1338	3623	1427	155	0.000000	easel
4	1	1	2	19	0	322	3774	2443	154	-1	
5	1	1	2	19	1	322	3774	2443	154	22.521439	eC
4	1	1	2	20	0	322	3924	2443	155	-1	
5	1	1	2	20	1	322	3850	424	270	26.588371	[oe
5	1	1	2	20	2	835	3850	203	270	22.270218	Poe
5	1	1	2	20	3	1127	3850	159	270	46.249828	few
5	1	1	2	20	4	1330	3850	248	270	4.096863	[ale
5	1	1	2	20	5	1600	3850	316	270	4.096863	leon
5	1	1	2	20	6	1970	3924	795	155	25.060242	fe
4	1	1	2	21	0	321	4075	2444	153	-1	
5	1	1	2	21	1	321	4075	424	146	23.331604	Pw
5	1	1	2	21	2	834	3998	226	270	55.584435	ine
5	1	1	2	21	3	1126	3998	181	270	29.832085	Toe
5	1	1	2	21	4	1351	3998	91	270	24.988739	fe
5	1	1	2	21	5	1464	3998	277	270	0.000000	lara
5	1	1	2	21	6	1981	4079	136	147	39.395317	fe
5	1	1	2	21	7	2184	3998	581	270	19.052841	lw
4	1	1	2	22	0	377	4289	1624	54	-1	
5	1	1	2	22	1	377	4289	105	54	96.701012	184
5	1	1	2	22	2	1998	4338	3	2	11.963074	.
