level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3177	4576	-1	
2	1	1	0	0	0	334	395	2579	3996	-1	
3	1	1	1	0	0	334	374	2579	3550	-1	
4	1	1	1	1	0	436	395	2477	152	-1	
5	1	1	1	1	1	436	476	70	71	93.255257	部
5	1	1	1	1	2	528	476	49	71	91.329956	首
4	1	1	1	2	0	437	512	2263	135	-1	
5	1	1	1	2	1	437	512	139	135	32.639847	笔画
5	1	1	1	2	2	701	530	143	70	94.574509	汉字
5	1	1	1	2	3	906	502	32	124	94.574509	|
5	1	1	1	2	4	981	527	142	71	94.564484	拼音
5	1	1	1	2	5	1177	502	24	124	94.564484	|
5	1	1	1	2	6	1225	527	776	94	19.648193	RO)
5	1	1	1	2	7	2086	551	137	71	47.617374	elas]
5	1	1	1	2	8	2406	526	69	71	56.720886	&
5	1	1	1	2	9	2633	528	67	67	55.237343	OF
4	1	1	1	3	0	1856	651	423	80	-1	
5	1	1	1	3	1	1856	651	144	72	96.478432	音标
5	1	1	1	3	2	2042	624	36	113	89.162628	|
5	1	1	1	3	3	2119	652	68	69	89.162628	字
5	1	1	1	3	4	2276	727	3	4	93.201248	|
4	1	1	1	4	0	397	1009	2436	283	-1	
5	1	1	1	4	1	397	1013	669	263	0.000000	|
5	1	1	1	4	2	1065	1009	107	283	0.000000	器
5	1	1	1	4	3	1171	1009	107	283	41.788269	|
5	1	1	1	4	4	1277	1014	248	262	24.653458	同
5	1	1	1	4	5	1545	1016	263	261	0.000000	二
5	1	1	1	4	6	1815	1013	1018	264	0.000000	可
4	1	1	1	5	0	397	1278	2436	150	-1	
5	1	1	1	5	1	397	1278	2436	150	33.111572	eee
5	1	1	1	5	2	1524	1274	580	174	37.532063	eee
4	1	1	1	6	0	397	1430	2436	148	-1	
5	1	1	1	6	1	397	1426	342	173	43.839920	||
5	1	1	1	6	2	901	1430	16	148	70.443245	|
5	1	1	1	6	3	969	1426	160	173	58.668854	cong
5	1	1	1	6	4	1171	1426	30	173	82.570641	|
5	1	1	1	6	5	1229	1426	145	173	9.720078	are
5	1	1	1	6	6	1416	1426	131	173	48.562759	fF]
5	1	1	1	6	7	1589	1426	59	173	41.920052	ae
5	1	1	1	6	8	1676	1426	58	173	36.143883	|
5	1	1	1	6	9	1805	1426	246	173	18.227432	fetshun|
5	1	1	1	6	10	2108	1426	88	173	40.346695	we
5	1	1	1	6	11	2267	1430	563	147	45.644375	|
4	1	1	1	7	0	2312	1729	120	72	-1	
5	1	1	1	7	1	2312	1729	120	72	92.762466	栈
5	1	1	1	7	2	2395	1724	39	87	92.732330	上
4	1	1	1	8	0	397	1845	2436	149	-1	
5	1	1	1	8	1	397	1845	221	149	59.555634	|
5	1	1	1	8	2	741	1845	87	149	13.519447	机
5	1	1	1	8	3	904	1841	44	174	87.453621	|
5	1	1	1	8	4	980	1841	262	174	47.532192	zheu|
5	1	1	1	8	5	1241	1846	88	148	0.000000	伸
5	1	1	1	8	6	1328	1841	66	174	0.000000	荐
5	1	1	1	8	7	1393	1841	77	174	93.879478	|
5	1	1	1	8	8	1469	1846	73	148	96.694283	去
5	1	1	1	8	9	1556	1841	45	174	94.200783	|
5	1	1	1	8	10	1600	1846	66	148	44.714924	用
5	1	1	1	8	11	1681	1846	72	148	0.000000	|
5	1	1	1	8	12	1752	1841	66	174	38.808132	状
5	1	1	1	8	13	1817	1841	306	174	2.766800	|dau|
5	1	1	1	8	14	2122	1846	131	148	0.000000	定
5	1	1	1	8	15	2252	1841	99	174	54.944328	|
4	1	1	1	9	0	397	1997	2435	148	-1	
5	1	1	1	9	1	397	1997	221	148	49.796219	|
5	1	1	1	9	2	739	1993	87	173	41.285393	me
5	1	1	1	9	3	897	1993	203	173	37.083450	ft
5	1	1	1	9	4	1171	1993	405	173	17.656166	jamal
5	1	1	1	9	5	1589	1993	232	173	17.656166	elf
5	1	1	1	9	6	1877	1993	102	173	37.633289	we
5	1	1	1	9	7	2036	1993	145	173	24.947639	le
5	1	1	1	9	8	2265	1997	565	148	28.605949	|
4	1	1	1	10	0	397	2148	2436	150	-1	
5	1	1	1	10	1	393	2144	276	174	44.548294	|_|
5	1	1	1	10	2	741	2148	87	149	13.473831	村
5	1	1	1	10	3	925	2144	284	174	66.762070	snuang|
5	1	1	1	10	4	1248	2144	131	174	36.444946	uae
5	1	1	1	10	5	1408	2144	15	174	36.916458	|
5	1	1	1	10	6	1451	2144	44	174	31.756752	9%
5	1	1	1	10	7	1538	2144	140	174	51.311234	|]
5	1	1	1	10	8	1727	2144	44	174	12.574684	tu
5	1	1	1	10	9	1799	2144	30	174	12.574684	|
