level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3177	4576	-1	
2	1	1	0	0	0	319	493	2504	3869	-1	
3	1	1	1	0	0	319	493	2504	3869	-1	
4	1	1	1	1	0	419	493	2270	232	-1	
5	1	1	1	1	1	419	548	141	69	90.681908	笔画
5	1	1	1	1	2	681	498	144	69	95.133995	汉字
5	1	1	1	1	3	885	490	39	101	95.670883	|
5	1	1	1	1	4	963	498	144	71	86.669762	拼音
5	1	1	1	1	5	1209	500	559	70	24.904205	eee
5	1	1	1	1	6	1939	497	84	223	35.549126	|
5	1	1	1	1	7	2094	493	155	232	33.191772	ae
5	1	1	1	1	8	2394	501	69	71	50.257317	&
5	1	1	1	1	9	2621	504	68	67	43.286079	iE
4	1	1	1	2	0	1843	625	331	72	-1	
5	1	1	1	2	1	1843	625	143	71	89.768608	音标
5	1	1	1	2	2	2030	621	26	99	89.768608	|
5	1	1	1	2	3	2106	649	68	48	79.177681	F
4	1	1	1	3	0	380	719	2442	167	-1	
5	1	1	1	3	1	380	644	437	294	22.872345	fase
5	1	1	1	3	2	915	644	172	294	23.378975	[vm
5	1	1	1	3	3	1160	644	343	294	25.920746	[aml
5	1	1	1	3	4	1846	722	178	162	38.006954	|
5	1	1	1	3	5	2027	723	795	163	35.644508	ef
4	1	1	1	4	0	380	882	2442	169	-1	
5	1	1	1	4	1	380	808	513	295	2.498131	ince
5	1	1	1	4	2	1015	883	50	163	38.314262	a
5	1	1	1	4	3	1162	808	468	295	0.000000	[amlefe
5	1	1	1	4	4	1654	808	345	295	0.000000	leper
5	1	1	1	4	5	2096	808	223	295	12.864929	ef
4	1	1	1	5	0	380	1046	2442	168	-1	
5	1	1	1	5	1	380	1046	410	162	12.151115	fs
5	1	1	1	5	2	862	973	244	292	39.894165	fe
5	1	1	1	5	3	1154	1046	1668	168	0.000000	falafel
5	1	1	1	5	4	1860	973	98	292	34.141525	on
5	1	1	1	5	5	2030	973	147	292	34.656021	[ae
4	1	1	1	6	0	380	1209	2442	169	-1	
5	1	1	1	6	1	380	1209	390	164	37.711250	[a
5	1	1	1	6	2	892	1138	197	295	21.920364	[mn
5	1	1	1	6	3	1162	1138	345	295	14.992439	forte
5	1	1	1	6	4	1605	1138	194	295	0.000000	foe
5	1	1	1	6	5	1875	1138	99	295	66.818680	ow
5	1	1	1	6	6	2023	1138	197	295	42.989998	foe
5	1	1	1	6	7	2268	1138	26	295	28.991310	|
4	1	1	1	7	0	380	1374	2443	167	-1	
5	1	1	1	7	1	380	1374	221	160	62.188221	|
5	1	1	1	7	2	716	1370	90	215	42.631134	et
5	1	1	1	7	3	877	1370	37	215	53.828758	|
5	1	1	1	7	4	967	1370	126	215	30.330780	we
5	1	1	1	7	5	1164	1370	180	215	21.737747	fem
5	1	1	1	7	6	1379	1370	449	215	0.000000	falefel
5	1	1	1	7	7	1863	1370	90	215	46.437233	ee
5	1	1	1	7	8	2024	1370	126	215	32.379211	fa
5	1	1	1	7	9	2254	1380	559	161	8.507156	|
4	1	1	1	8	0	380	1537	2443	307	-1	
5	1	1	1	8	1	376	1400	285	569	31.284744	fal
5	1	1	1	8	2	755	1538	48	299	23.365265	+
5	1	1	1	8	3	904	1537	1919	307	0.000000	[lose
4	1	1	1	9	0	380	1839	2443	169	-1	
5	1	1	1	9	1	380	1839	2443	169	1.817154	ene
5	1	1	1	9	2	1176	1764	292	291	2.739899	faa
5	1	1	1	9	3	1515	1764	438	291	0.000000	fallme
5	1	1	1	9	4	2049	1839	774	169	32.540268	af
4	1	1	1	10	0	380	2003	2443	168	-1	
5	1	1	1	10	1	380	2003	2443	168	0.000000	国人
4	1	1	1	11	0	380	2167	2443	169	-1	
5	1	1	1	11	1	380	2167	2443	169	20.615555	[eine
5	1	1	1	11	2	1390	2092	199	297	38.661350	[|
5	1	1	1	11	3	1663	2092	149	297	51.814957	[|
5	1	1	1	11	4	1861	2092	99	297	41.253716	no
5	1	1	1	11	5	2034	2092	75	297	46.198006	|
5	1	1	1	11	6	2232	2092	595	297	21.426422	[mc
4	1	1	1	12	0	380	2331	2443	169	-1	
5	1	1	1	12	1	380	2258	331	287	0.000000	fT
5	1	1	1	12	2	860	2332	41	161	43.495979	|
5	1	1	1	12	3	904	2333	1919	167	30.258476	ee
4	1	1	1	13	0	381	2495	2442	306	-1	
