level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3177	4576	-1	
2	1	1	0	0	0	377	650	2297	3702	-1	
3	1	1	1	0	0	334	650	2353	3702	-1	
4	1	1	1	1	0	430	650	2120	69	-1	
5	1	1	1	1	1	430	650	53	14	43.530388	7
5	1	1	1	1	2	2484	654	66	65	18.321060	a
4	1	1	1	2	0	2484	729	67	68	-1	
5	1	1	1	2	1	2484	729	67	68	0.000000	_
4	1	1	1	3	0	451	1083	1669	128	-1	
5	1	1	1	3	1	451	1175	33	36	75.082993	5
5	1	1	1	3	2	1520	1083	72	127	58.576721	te
5	1	1	1	3	3	2050	1112	70	64	75.799835	ie
4	1	1	1	4	0	452	1182	1669	72	-1	
5	1	1	1	4	1	452	1214	33	36	79.765434	5
5	1	1	1	4	2	1173	1182	70	70	18.076317	mw)
5	1	1	1	4	3	1350	1184	69	70	0.000000	wk
5	1	1	1	4	4	1465	1175	24	93	87.140060	|
5	1	1	1	4	5	1525	1182	68	71	87.221863	&
5	1	1	1	4	6	2051	1185	70	69	55.192394	Kk
4	1	1	1	5	0	644	1247	1910	96	-1	
5	1	1	1	5	1	644	1247	74	93	40.168388	eK
5	1	1	1	5	2	997	1258	70	68	63.392662	Mh
5	1	1	1	5	3	1109	1248	24	93	24.229935	)
5	1	1	1	5	4	1174	1256	69	70	34.979980	Wh
5	1	1	1	5	5	1279	1248	32	93	83.453957	|
5	1	1	1	5	6	1351	1257	68	69	73.131454	wh
5	1	1	1	5	7	1450	1248	32	93	91.700706	|
5	1	1	1	5	8	1525	1257	69	70	26.328461	ith
5	1	1	1	5	9	2048	1250	73	93	32.689064	Int
5	1	1	1	5	10	2485	1259	69	69	36.079212	Ith
4	1	1	1	6	0	641	1324	1913	93	-1	
5	1	1	1	6	1	641	1324	73	93	20.598473	It
5	1	1	1	6	2	997	1333	71	69	58.584412	Ri
5	1	1	1	6	3	1174	1332	69	71	53.248959	mw)
5	1	1	1	6	4	1350	1333	69	71	37.707069	eK)
5	1	1	1	6	5	1526	1333	242	71	28.003479	RB]
5	1	1	1	6	6	1875	1333	244	68	25.902435	eR
5	1	1	1	6	7	2227	1334	68	68	51.343765	R
5	1	1	1	6	8	2485	1333	69	71	49.046234	i
4	1	1	1	7	0	2436	1601	67	63	-1	
5	1	1	1	7	1	2436	1601	67	63	52.274250	Er
4	1	1	1	8	0	2430	1664	72	123	-1	
5	1	1	1	8	1	2430	1664	72	123	43.926468	te
4	1	1	1	9	0	2436	1789	66	102	-1	
5	1	1	1	9	1	2436	1789	66	102	65.092300	ES
4	1	1	1	10	0	2436	1901	66	107	-1	
5	1	1	1	10	1	2436	1901	66	107	15.324539	=
4	1	1	1	11	0	1525	1979	980	140	-1	
5	1	1	1	11	1	1525	1979	67	140	29.502190	7
5	1	1	1	11	2	2436	2014	69	102	0.000000	z
4	1	1	1	12	0	434	2118	2069	97	-1	
5	1	1	1	12	1	434	2170	52	45	17.062637	Ee
5	1	1	1	12	2	1523	2118	70	93	18.178169	Ea
5	1	1	1	12	3	2227	2127	70	68	27.230133	eo}
5	1	1	1	12	4	2437	2127	66	67	32.673973	OS
4	1	1	1	13	0	453	2193	2050	118	-1	
5	1	1	1	13	1	453	2205	33	14	0.000000	-
5	1	1	1	13	2	1522	2193	74	93	32.432755	ee
5	1	1	1	13	3	2227	2193	74	93	49.093239	tk
5	1	1	1	13	4	2437	2208	66	103	40.060692	fa
4	1	1	1	14	0	1527	2276	974	93	-1	
5	1	1	1	14	1	1527	2277	68	68	71.823471	te
5	1	1	1	14	2	1645	2268	30	93	94.434219	|
5	1	1	1	14	3	1700	2278	70	68	47.013836	ak
5	1	1	1	14	4	2053	2276	244	72	17.024223	Sie)
5	1	1	1	14	5	2440	2316	61	53	66.114853	&
4	1	1	1	15	0	1526	2352	978	74	-1	
5	1	1	1	15	1	1526	2352	68	71	13.471405	we
5	1	1	1	15	2	1630	2345	40	93	6.952438	|
5	1	1	1	15	3	1702	2359	67	63	0.000000	到
5	1	1	1	15	4	2054	2353	66	72	46.533409	|
5	1	1	1	15	5	2229	2353	69	72	58.297318	S|
5	1	1	1	15	6	2438	2353	66	73	9.279037	&
4	1	1	1	16	0	1529	2428	976	72	-1	
5	1	1	1	16	1	1529	2428	66	69	39.196972	=)
5	1	1	1	16	2	1702	2428	67	69	31.299248	se
5	1	1	1	16	3	2052	2428	71	71	53.976803	Si
5	1	1	1	16	4	2228	2429	70	70	21.203026	S|
5	1	1	1	16	5	2436	2429	69	71	42.058254	起
4	1	1	1	17	0	1529	2503	977	71	-1	
5	1	1	1	17	1	1529	2503	769	71	0.000000	Bikili#|2\|f2/|
5	1	1	1	17	2	2436	2505	70	69	81.593956	&
4	1	1	1	18	0	1527	2578	1077	104	-1	
5	1	1	1	18	1	1527	2578	69	72	0.000000	|
5	1	1	1	18	2	1703	2579	68	69	0.000000	B8|
5	1	1	1	18	3	1877	2581	70	69	57.134300	2)
5	1	1	1	18	4	2053	2580	67	67	39.886559	8)
5	1	1	1	18	5	2228	2582	71	67	39.886559	S|
5	1	1	1	18	6	2437	2581	167	101	83.349579	Ba
4	1	1	1	19	0	1527	2654	1074	72	-1	
5	1	1	1	19	1	1527	2655	241	69	0.000000	a3\|H)|
5	1	1	1	19	2	1877	2654	69	71	51.334900	Si
5	1	1	1	19	3	2054	2654	67	70	32.512619	R|
5	1	1	1	19	4	2230	2656	66	67	0.000000	BB)
5	1	1	1	19	5	2436	2658	165	68	36.356106	St
4	1	1	1	20	0	1528	2731	1076	70	-1	
5	1	1	1	20	1	1528	2732	66	67	14.187347	mi)
5	1	1	1	20	2	1702	2731	67	70	14.187347	Ri
5	1	1	1	20	3	1877	2733	71	67	0.000000	S)})
5	1	1	1	20	4	2054	2735	69	66	37.253563	Ss]
5	1	1	1	20	5	2230	2731	67	70	26.881714	RR]
5	1	1	1	20	6	2437	2731	167	70	42.953156	RO
4	1	1	1	21	0	1353	3115	68	101	-1	
5	1	1	1	21	1	1353	3115	68	101	74.272919	R
4	1	1	1	22	0	1353	3249	1199	83	-1	
5	1	1	1	22	1	1353	3255	73	77	43.512772	Rx
5	1	1	1	22	2	2489	3249	63	52	78.436874	/一
4	1	1	1	23	0	456	3299	2101	122	-1	
5	1	1	1	23	1	456	3352	33	29	76.632629	o
5	1	1	1	23	2	562	3305	40	120	95.875923	|
5	1	1	1	23	3	649	3335	67	67	56.045475	+
5	1	1	1	23	4	1353	3300	67	121	3.464394	ms
5	1	1	1	23	5	2487	3299	70	100	24.325661	ae
4	1	1	1	24	0	648	3403	1909	95	-1	
5	1	1	1	24	1	648	3403	73	92	40.084427	#4
5	1	1	1	24	2	1352	3411	71	70	45.277008	«|
5	1	1	1	24	3	1556	3408	34	90	23.311340	#
5	1	1	1	24	4	1631	3402	42	100	90.798004	|
5	1	1	1	24	5	1703	3408	68	72	53.255882	&
5	1	1	1	24	6	2486	3409	71	69	28.944427	ed
4	1	1	1	25	0	649	3478	1908	118	-1	
5	1	1	1	25	1	649	3487	69	69	85.680725	七
5	1	1	1	25	2	1000	3492	66	102	59.781235	i
5	1	1	1	25	3	1349	3478	74	118	41.772141	bt
5	1	1	1	25	4	1529	3485	68	70	0.000000	mei,
5	1	1	1	25	5	1703	3487	69	69	0.000000	e];
5	1	1	1	25	6	1937	3537	13	9	48.143063	.
5	1	1	1	25	7	2230	3485	70	70	80.875198	<
5	1	1	1	25	8	2488	3486	69	69	39.728180	入
4	1	1	1	26	0	646	3704	1910	93	-1	
5	1	1	1	26	1	646	3704	70	93	36.939564	EM
5	1	1	1	26	2	1002	3710	245	72	22.423599	Vid)
5	1	1	1	26	3	1355	3713	67	69	3.255280	ee)
5	1	1	1	26	4	1530	3710	66	69	39.790947	£)
5	1	1	1	26	5	1704	3710	243	69	0.000000	fe);
5	1	1	1	26	6	2056	3710	242	69	0.000000	2\e
5	1	1	1	26	7	2490	3710	66	69	32.955658	ni
4	1	1	1	27	0	377	3901	139	70	-1	
5	1	1	1	27	1	377	3901	139	70	48.465733	2)
4	1	1	1	28	0	648	3980	1641	94	-1	
5	1	1	1	28	1	648	3984	60	90	15.155830	ae
5	1	1	1	28	2	1026	4009	50	36	21.282478	名
5	1	1	1	28	3	1203	4005	34	37	54.494560	*
5	1	1	1	28	4	1358	3997	55	69	53.716660	cc
5	1	1	1	28	5	1547	3999	40	53	56.952900	8
5	1	1	1	28	6	1707	3980	55	92	22.219345	a
5	1	1	1	28	7	1883	3993	56	65	43.016468	a
5	1	1	1	28	8	2081	4014	33	26	64.126190	四
5	1	1	1	28	9	2257	4013	32	28	90.712265	N
4	1	1	1	29	0	431	3862	2243	336	-1	
5	1	1	1	29	1	431	4108	66	70	25.633560	+H
5	1	1	1	29	2	771	3863	170	335	33.776566	=
5	1	1	1	29	3	2353	3862	321	335	36.539955	a
4	1	1	1	30	0	388	4247	2155	105	-1	
5	1	1	1	30	1	388	4298	101	54	90.255508	464
5	1	1	1	30	2	2541	4247	2	2	62.225704	|
