level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3177	4576	-1	
2	1	1	0	0	0	378	352	2463	4009	-1	
3	1	1	1	0	0	378	352	2463	4009	-1	
4	1	1	1	1	0	399	352	2442	379	-1	
5	1	1	1	1	1	399	354	784	376	48.336800	可
5	1	1	1	1	2	1284	352	1546	379	20.760132	全
4	1	1	1	2	0	438	494	2267	237	-1	
5	1	1	1	2	1	438	560	141	70	93.494797	笔画
5	1	1	1	2	2	702	511	142	65	95.394951	汉字
5	1	1	1	2	3	905	500	37	95	93.967674	|
5	1	1	1	2	4	982	504	144	70	95.489647	拼音
5	1	1	1	2	5	1226	504	530	72	16.302689	eer)
5	1	1	1	2	6	1952	503	89	223	21.918594	|
5	1	1	1	2	7	2130	494	139	237	40.755302	ee
5	1	1	1	2	8	2409	508	296	72	45.477470	fee
4	1	1	1	3	0	1861	632	330	71	-1	
5	1	1	1	3	1	1861	632	143	70	86.462959	音标
5	1	1	1	3	2	2036	628	42	98	27.142914	|
5	1	1	1	3	3	2123	654	68	49	88.642319	字
4	1	1	1	4	0	399	724	2441	165	-1	
5	1	1	1	4	1	399	724	2441	165	1.377884	[om
5	1	1	1	4	2	1180	650	157	314	23.148438	[nm
5	1	1	1	4	3	1415	650	446	314	35.074455	[aa
5	1	1	1	4	4	2043	650	184	314	34.959068	Fee
5	1	1	1	4	5	2279	650	550	314	51.004570	|
4	1	1	1	5	0	399	882	2440	165	-1	
5	1	1	1	5	1	399	812	431	307	34.364883	[oe
5	1	1	1	5	2	957	882	104	157	41.598244	a
5	1	1	1	5	3	1239	882	564	161	9.401611	tala
5	1	1	1	5	4	1878	812	104	307	17.614975	ee
5	1	1	1	5	5	2057	812	129	307	25.990974	fe
4	1	1	1	6	0	398	1041	2440	165	-1	
5	1	1	1	6	1	398	1037	542	211	29.805824	jeter]
5	1	1	1	6	2	1000	1037	120	211	33.289703	xm
5	1	1	1	6	3	1167	1037	19	211	83.275894	|
5	1	1	1	6	4	1237	1037	125	211	24.106682	eae
5	1	1	1	6	5	1396	1037	71	211	0.000000	|
5	1	1	1	6	6	1554	1037	282	211	0.000000	708)
5	1	1	1	6	7	1870	1037	125	211	38.050652	ovo
5	1	1	1	6	8	2029	1037	36	211	84.941940	|
