level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3177	4576	-1	
2	1	1	0	0	0	473	729	2361	3662	-1	
3	1	1	1	0	0	473	729	2361	3662	-1	
4	1	1	1	1	0	1611	729	911	142	-1	
5	1	1	1	1	1	1611	762	62	68	18.149956	KE
5	1	1	1	1	2	2245	815	60	26	13.004578	4.
5	1	1	1	1	3	2353	725	51	150	14.680481	|
5	1	1	1	1	4	2451	729	71	142	0.000000	s
4	1	1	1	2	0	1609	836	908	134	-1	
5	1	1	1	2	1	1609	836	75	134	63.424049	ig
5	1	1	1	2	2	2240	845	277	71	28.302612	|g
4	1	1	1	3	0	1614	906	908	98	-1	
5	1	1	1	3	1	1614	938	57	66	33.914474	=
5	1	1	1	3	2	2239	921	71	71	0.000000	e
5	1	1	1	3	3	2453	906	69	71	36.193916	|e
4	1	1	1	4	0	1611	1219	911	99	-1	
5	1	1	1	4	1	1611	1219	70	98	21.648895	=
5	1	1	1	4	2	2038	1269	60	26	0.000000	|
5	1	1	1	4	3	2302	1224	10	70	48.426910	|
5	1	1	1	4	4	2455	1220	67	98	24.936584	时
4	1	1	1	5	0	1613	1300	911	102	-1	
5	1	1	1	5	1	1613	1325	67	70	0.000000	汉
5	1	1	1	5	2	2033	1301	70	101	46.638393	|
5	1	1	1	5	3	2310	1300	3	100	0.000000	|
5	1	1	1	5	4	2457	1325	67	71	15.767853	ge
4	1	1	1	6	0	1615	1403	910	120	-1	
5	1	1	1	6	1	1615	1403	64	114	62.259007	#|
5	1	1	1	6	2	2034	1415	68	106	0.494217	|S)
5	1	1	1	6	3	2245	1403	280	117	0.000000	8|&
4	1	1	1	7	0	1615	1502	911	126	-1	
5	1	1	1	7	1	1615	1503	67	96	7.231483	S|
5	1	1	1	7	2	1824	1528	68	62	7.231483	mu)
5	1	1	1	7	3	2034	1528	69	100	54.477047	#)
5	1	1	1	7	4	2244	1502	282	124	0.000000	&|®
4	1	1	1	8	0	1614	1603	913	143	-1	
5	1	1	1	8	1	1614	1603	913	143	0.000000	e\/e|a|#|%
4	1	1	1	9	0	1616	1711	911	113	-1	
5	1	1	1	9	1	1616	1748	69	67	49.321396	x)
5	1	1	1	9	2	1827	1716	279	108	62.237778	Ele
5	1	1	1	9	3	2170	1707	51	149	70.168839	|
5	1	1	1	9	4	2248	1711	279	99	25.866898	eS
4	1	1	1	10	0	1617	1789	911	114	-1	
5	1	1	1	10	1	1617	1818	68	73	31.488174	i
5	1	1	1	10	2	1829	1827	275	76	0.000000	aj|a|
5	1	1	1	10	3	2245	1789	73	88	0.000000	S|
5	1	1	1	10	4	2460	1821	68	65	75.725433	&
4	1	1	1	11	0	1612	1859	920	107	-1	
5	1	1	1	11	1	1612	1890	73	76	10.151054	wr
5	1	1	1	11	2	1826	1891	28	55	73.092468	\
5	1	1	1	11	3	1874	1891	18	55	54.382492	7/
5	1	1	1	11	4	2039	1866	66	88	46.570591	ie
5	1	1	1	11	5	2249	1859	73	92	24.139259	es
5	1	1	1	11	6	2461	1883	71	81	21.001251	as
4	1	1	1	12	0	1616	1940	911	96	-1	
5	1	1	1	12	1	1616	1963	70	69	33.110725	x
5	1	1	1	12	2	1827	1940	279	96	38.098732	ee)
5	1	1	1	12	3	2310	1942	8	70	0.000000	|
5	1	1	1	12	4	2461	1962	66	68	7.833420	es
4	1	1	1	13	0	1617	2017	914	90	-1	
5	1	1	1	13	1	1617	2036	69	70	40.354454	me
5	1	1	1	13	2	1738	2013	53	125	80.106369	|
5	1	1	1	13	3	1894	2018	2	89	54.204819	|
5	1	1	1	13	4	2038	2020	68	66	34.483170	2)
5	1	1	1	13	5	2248	2017	70	69	37.633469	OR
5	1	1	1	13	6	2363	2013	42	125	14.388443	|
5	1	1	1	13	7	2460	2033	71	70	0.000000	扳
4	1	1	1	14	0	1613	2088	918	165	-1	
5	1	1	1	14	1	1613	2088	69	165	48.991795	iz
5	1	1	1	14	2	1828	2093	278	73	34.025360	SBM)
5	1	1	1	14	3	2249	2095	69	68	19.764977	He
5	1	1	1	14	4	2378	2088	44	104	44.982334	|
5	1	1	1	14	5	2461	2104	70	70	16.120102	w&
4	1	1	1	15	0	1666	2169	864	81	-1	
5	1	1	1	15	1	1666	2230	17	20	21.189392	ff)
5	1	1	1	15	2	1827	2173	70	68	39.830765	ae
5	1	1	1	15	3	1961	2140	34	133	65.089081	|
5	1	1	1	15	4	2039	2170	69	70	33.074425	we
5	1	1	1	15	5	2160	2140	46	133	65.121887	|
5	1	1	1	15	6	2250	2169	70	70	16.008751	mk
5	1	1	1	15	7	2371	2140	34	133	79.711426	|
5	1	1	1	15	8	2462	2175	68	71	9.053848	Be
4	1	1	1	16	0	1618	2245	913	74	-1	
5	1	1	1	16	1	1618	2250	69	69	39.040146	fx
5	1	1	1	16	2	1746	2241	50	99	92.096870	|
5	1	1	1	16	3	1827	2247	71	68	46.750633	dz
5	1	1	1	16	4	1952	2241	50	99	85.274147	|
