level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3177	4576	-1	
2	1	1	0	0	0	345	463	2509	3913	-1	
3	1	1	1	0	0	345	463	2509	3913	-1	
4	1	1	1	1	0	454	463	2267	273	-1	
5	1	1	1	1	1	454	552	141	69	22.666542	em
5	1	1	1	1	2	634	455	43	170	22.666542	|
5	1	1	1	1	3	716	503	146	70	94.433983	汉字
5	1	1	1	1	4	917	455	43	170	94.433983	|
5	1	1	1	1	5	1000	505	143	70	87.298546	拼音
5	1	1	1	1	6	1244	463	1040	273	11.947327	adidas
5	1	1	1	1	7	2428	513	293	72	51.693657	备注
4	1	1	1	2	0	1875	636	333	71	-1	
5	1	1	1	2	1	1875	636	145	71	90.382721	音标
5	1	1	1	2	2	2061	632	30	95	90.382721	|
5	1	1	1	2	3	2139	637	69	70	80.865837	字
4	1	1	1	3	0	414	723	2440	172	-1	
5	1	1	1	3	1	414	723	504	160	16.602020	ee
5	1	1	1	3	2	939	728	1915	167	40.573601	ae
4	1	1	1	4	0	413	882	2440	173	-1	
5	1	1	1	4	1	413	882	2440	173	24.239479	ca)
4	1	1	1	5	0	413	1042	2440	172	-1	
5	1	1	1	5	1	413	1038	274	208	29.109703	Pot
5	1	1	1	5	2	738	1038	87	208	20.034897	me
5	1	1	1	5	3	911	1038	330	208	43.300686	feo}
5	1	1	1	5	4	1379	1046	46	158	55.742489	|
5	1	1	1	5	5	1622	1048	75	158	9.555328	|
5	1	1	1	5	6	1812	1050	400	160	14.489708	fee
4	1	1	1	6	0	411	1202	2441	314	-1	
5	1	1	1	6	1	411	1202	221	303	0.000000	|
5	1	1	1	6	2	921	1198	516	386	22.884140	[ofan]
5	1	1	1	6	3	1426	1208	1426	308	22.884140	eave
5	1	1	1	6	4	2272	1198	580	386	30.591576	[seme
4	1	1	1	7	0	411	1507	2440	170	-1	
5	1	1	1	7	1	411	1507	220	158	54.158058	|
5	1	1	1	7	2	753	1503	70	208	67.326584	mw
5	1	1	1	7	3	927	1503	39	208	65.502846	|
5	1	1	1	7	4	1169	1510	486	161	0.000000	fmf
5	1	1	1	7	5	1758	1503	261	208	0.000000	efein
5	1	1	1	7	6	2053	1503	36	208	8.365059	|
5	1	1	1	7	7	2140	1503	53	208	20.853897	we
5	1	1	1	7	8	2278	1503	53	208	42.298965	|
4	1	1	1	8	0	411	1668	2440	170	-1	
