level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3177	4576	-1	
2	1	1	0	0	0	299	326	2447	4015	-1	
3	1	1	1	0	0	299	326	2444	377	-1	
4	1	1	1	1	0	299	326	2444	377	-1	
5	1	1	1	1	1	299	326	1871	377	0.000000	ERea
5	1	1	1	1	2	903	322	366	487	28.283249	aloe
5	1	1	1	1	3	1634	322	447	487	21.898178	ie
3	1	1	2	0	0	340	472	2267	233	-1	
4	1	1	2	1	0	340	472	2267	233	-1	
5	1	1	2	1	1	340	530	140	70	94.619759	笔画
5	1	1	2	1	2	603	480	144	69	95.313248	汉字
5	1	1	2	1	3	807	472	39	101	90.095543	|
5	1	1	2	1	4	885	480	143	69	77.454865	拼音
5	1	1	2	1	5	1126	472	408	233	23.763443	rey
5	1	1	2	1	6	1766	476	98	225	23.475349	aa
5	1	1	2	1	7	1941	472	20	233	58.542194	|
5	1	1	2	1	8	2540	481	67	68	34.790596	iE
3	1	1	3	0	0	1764	606	332	71	-1	
4	1	1	3	1	0	1764	606	332	71	-1	
5	1	1	3	1	1	1764	606	144	71	86.898666	音标
5	1	1	3	1	2	1958	601	25	99	67.659164	|
5	1	1	3	1	3	2029	606	67	69	79.330421	字
3	1	1	4	0	0	299	702	2447	3639	-1	
4	1	1	4	1	0	299	702	2444	161	-1	
5	1	1	4	1	1	299	702	446	157	20.508392	pe
5	1	1	4	1	2	815	630	191	284	28.462151	foo
5	1	1	4	1	3	1076	630	190	284	36.374969	fam
5	1	1	4	1	4	1383	630	475	284	5.627441	[malo
5	1	1	4	1	5	1951	630	143	284	35.491035	|e
5	1	1	4	1	6	2164	630	569	284	51.532150	[ma
4	1	1	4	2	0	300	861	2443	164	-1	
5	1	1	4	2	1	300	861	2443	164	26.198944	Cee
4	1	1	4	3	0	300	1023	2443	164	-1	
5	1	1	4	3	1	300	949	403	287	39.565525	Fan
5	1	1	4	3	2	822	949	216	287	44.024754	|e
5	1	1	4	3	3	1085	949	192	287	54.944534	[aac
5	1	1	4	3	4	1372	1027	349	160	29.757614	[|
5	1	1	4	3	5	1850	1028	96	158	52.281460	|
5	1	1	4	3	6	2089	1027	82	159	48.817940	|
5	1	1	4	3	7	2257	949	479	287	21.255531	cmon
4	1	1	4	4	0	299	1185	2445	163	-1	
5	1	1	4	4	1	299	1115	328	284	0.795715	Pf
5	1	1	4	4	2	524	1185	2220	163	0.000000	fovea
5	1	1	4	4	3	1596	1115	143	284	34.755104	ul
5	1	1	4	4	4	1809	1115	72	284	48.896263	oo
5	1	1	4	4	5	1951	1115	238	284	48.881226	[|
5	1	1	4	4	6	2235	1115	285	284	32.850563	mack
4	1	1	4	5	0	299	1348	2445	160	-1	
5	1	1	4	5	1	299	1273	499	287	17.659309	paca
5	1	1	4	5	2	916	1273	121	287	37.013824	an
5	1	1	4	5	3	1084	1273	144	287	48.907753	[a
5	1	1	4	5	4	1371	1350	350	157	1.490822	|e]
5	1	1	4	5	5	1801	1273	121	287	50.252567	ie
5	1	1	4	5	6	1945	1273	96	287	26.706497	|
5	1	1	4	5	7	2184	1273	551	287	20.968994	Powe
4	1	1	4	6	0	299	1509	2444	160	-1	
5	1	1	4	6	1	299	1434	473	286	0.301964	fea
5	1	1	4	6	2	938	1511	49	157	26.313011	a
5	1	1	4	6	3	1081	1434	335	286	2.561714	[wale
5	1	1	4	6	4	1439	1434	282	286	2.561714	fale
5	1	1	4	6	5	1820	1434	263	286	52.009186	mle
5	1	1	4	6	6	2174	1509	569	159	44.776096	|
4	1	1	4	7	0	299	1671	2444	161	-1	
5	1	1	4	7	1	299	1672	407	160	10.667801	Tw
5	1	1	4	7	2	802	1594	194	290	37.429523	|e
5	1	1	4	7	3	1068	1594	581	290	0.000000	[ee[eal
5	1	1	4	7	4	1745	1594	339	290	0.000000	ome
5	1	1	4	7	5	2155	1594	581	290	36.403694	fae
4	1	1	4	8	0	299	1834	2444	160	-1	
5	1	1	4	8	1	299	1834	2444	160	10.805634	ff
5	1	1	4	8	2	1078	1757	215	285	30.290367	[em
5	1	1	4	8	3	1387	1757	357	285	38.625530	[|
5	1	1	4	8	4	1957	1757	96	285	54.854416	|
5	1	1	4	8	5	2171	1757	571	285	25.402985	|
4	1	1	4	9	0	299	1996	2444	160	-1	
5	1	1	4	9	1	299	1920	548	288	24.264229	cae)
5	1	1	4	9	2	991	1920	730	288	0.000000	[olla
5	1	1	4	9	3	1951	1996	792	159	38.355835	[wa
4	1	1	4	10	0	299	2157	2444	161	-1	
5	1	1	4	10	1	299	2159	406	159	7.787125	Cw
5	1	1	4	10	2	800	2082	218	289	51.960121	[oe
5	1	1	4	10	3	1089	2082	338	289	33.209236	[mle
5	1	1	4	10	4	1499	2082	338	289	24.779099	effi
5	1	1	4	10	5	1956	2082	122	289	24.779099	fe
5	1	1	4	10	6	2174	2157	554	160	37.994476	|
4	1	1	4	11	0	299	2320	2444	161	-1	
5	1	1	4	11	1	299	2321	222	159	60.482479	|
5	1	1	4	11	2	792	2321	30	159	67.786530	|
5	1	1	4	11	3	880	2316	161	213	60.571648	vero
5	1	1	4	11	4	1076	2316	196	213	44.102554	face
5	1	1	4	11	5	1342	2316	391	213	8.855095	elma]
5	1	1	4	11	6	1803	2316	90	213	51.827625	ie
5	1	1	4	11	7	1945	2316	143	213	51.162495	|e
5	1	1	4	11	8	2174	2320	569	161	55.707298	|
4	1	1	4	12	0	300	2482	2444	160	-1	
5	1	1	4	12	1	300	2483	221	159	58.511219	|
5	1	1	4	12	2	790	2483	32	159	71.026649	|
5	1	1	4	12	3	879	2478	159	212	25.486229	ina
5	1	1	4	12	4	1073	2478	36	212	65.130051	|
5	1	1	4	12	5	1144	2478	177	212	24.188889	rm]
5	1	1	4	12	6	1409	2484	176	158	21.547844	|)
5	1	1	4	12	7	1621	2478	89	212	25.980103	me
5	1	1	4	12	8	1780	2478	177	212	27.038673	scion]
5	1	1	4	12	9	2009	2484	54	157	19.645798	a
5	1	1	4	12	10	2175	2482	559	159	36.060204	|
4	1	1	4	13	0	300	2643	2444	286	-1	
5	1	1	4	13	1	300	2644	386	285	25.501808	a
5	1	1	4	13	2	880	2645	98	284	63.606098	=
5	1	1	4	13	3	1089	2643	1655	285	39.046017	lle
5	1	1	4	13	4	2340	2511	390	584	27.828690	a
4	1	1	4	14	0	300	2930	2444	161	-1	
5	1	1	4	14	1	296	2926	89	212	42.207840	|
5	1	1	4	14	2	472	2932	50	159	46.590012	|
5	1	1	4	14	3	631	2926	89	212	53.029778	mw
5	1	1	4	14	4	790	2926	54	212	52.932949	|
5	1	1	4	14	5	932	2932	53	159	18.196800	8
5	1	1	4	14	6	1073	2930	1671	161	0.000000	jemlaelelel
5	1	1	4	14	7	1815	2926	213	212	19.990646	ef
4	1	1	4	15	0	300	3092	2445	161	-1	
5	1	1	4	15	1	300	3094	420	159	23.058670	pm
5	1	1	4	15	2	790	3088	125	212	30.607979	|
5	1	1	4	15	3	958	3094	107	158	0.000000	郊
5	1	1	4	15	4	1064	3088	94	212	76.004013	|
5	1	1	4	15	5	1157	3094	80	158	0.000000	更
5	1	1	4	15	6	1236	3088	67	212	13.446442	机
5	1	1	4	15	7	1317	3094	79	158	20.142708	|
5	1	1	4	15	8	1395	3088	107	212	85.049606	入
5	1	1	4	15	9	1501	3094	221	158	9.986252	帮办
5	1	1	4	15	10	1766	3093	147	159	4.269028	本
5	1	1	4	15	11	1912	3088	107	212	0.000000	|
5	1	1	4	15	12	2018	3093	133	159	40.312691	多
5	1	1	4	15	13	2151	3088	120	212	37.865108	|
4	1	1	4	16	0	301	3253	2444	162	-1	
5	1	1	4	16	1	301	3256	222	159	59.210503	|
5	1	1	4	16	2	794	3256	29	158	63.351677	|
5	1	1	4	16	3	900	3249	107	213	49.541214	ae
5	1	1	4	16	4	1060	3249	36	213	55.926857	|
5	1	1	4	16	5	1149	3249	125	213	47.287796	ear
5	1	1	4	16	6	1308	3249	143	213	37.952503	|e]
5	1	1	4	16	7	1486	3249	107	213	35.878479	ae)
5	1	1	4	16	8	1628	3255	72	159	4.081406	a
5	1	1	4	16	9	1770	3249	143	213	0.000000	faou
5	1	1	4	16	10	1930	3249	36	213	53.465366	|
5	1	1	4	16	11	2018	3249	72	213	28.139832	we
5	1	1	4	16	12	2176	3253	569	160	57.309647	|
4	1	1	4	17	0	301	3415	2444	162	-1	
5	1	1	4	17	1	301	3411	245	213	23.620468	||
5	1	1	4	17	2	634	3411	107	213	34.340096	me
5	1	1	4	17	3	816	3411	41	213	82.134979	|
5	1	1	4	17	4	922	3411	28	213	37.115818	上
5	1	1	4	17	5	949	3417	67	159	27.420258	6
5	1	1	4	17	6	1060	3411	36	213	54.234169	|
5	1	1	4	17	7	1131	3411	143	213	35.773895	ote
5	1	1	4	17	8	1308	3411	37	213	47.647434	|
5	1	1	4	17	9	1362	3411	89	213	22.422859	A]
5	1	1	4	17	10	1486	3411	107	213	26.847374	a)
5	1	1	4	17	11	1628	3411	107	213	42.010994	ae]
5	1	1	4	17	12	1770	3411	143	213	43.364635	bes
5	1	1	4	17	13	1947	3411	19	213	43.364635	|
5	1	1	4	17	14	2072	3416	100	159	53.804340	|
5	1	1	4	17	15	2231	3411	514	213	21.599632	ae
4	1	1	4	18	0	301	3577	2444	161	-1	
5	1	1	4	18	1	301	3573	544	212	4.224564	ptf
5	1	1	4	18	2	1180	3579	270	158	6.149216	|
5	1	1	4	18	3	1551	3579	36	158	37.735664	|
5	1	1	4	18	4	1692	3573	178	212	32.796204	fot
5	1	1	4	18	5	2010	3573	107	212	46.444439	aes
5	1	1	4	18	6	2169	3573	566	212	27.212250	[ante
4	1	1	4	19	0	301	3738	2445	286	-1	
5	1	1	4	19	1	301	3734	522	371	15.410507	[at
5	1	1	4	19	2	946	3740	32	284	44.998074	=
5	1	1	4	19	3	1069	3738	1677	286	0.000000	[awlelsfelme
5	1	1	4	19	4	1935	3734	187	371	0.000000	te
5	1	1	4	19	5	2152	3734	62	371	47.638836	|
4	1	1	4	20	0	301	4024	2445	158	-1	
5	1	1	4	20	1	301	4027	222	155	61.322201	|
5	1	1	4	20	2	739	4027	85	155	60.451008	|
5	1	1	4	20	3	1146	4020	157	208	23.629913	mae
5	1	1	4	20	4	1371	4020	278	208	5.759819	ewe
5	1	1	4	20	5	1770	4020	122	208	51.695999	soe
5	1	1	4	20	6	1960	4020	140	208	47.929497	fe
5	1	1	4	20	7	2182	4020	78	208	13.230103	|
4	1	1	4	21	0	358	4288	107	53	-1	
5	1	1	4	21	1	358	4288	107	53	97.009476	190
